blind_id,candidate_id,original_layer,first_reviewer_decision,second_reviewer_report_access,second_reviewer_decision,second_reviewer_reason,second_reviewer_basis,agreement,final_decision,adjudication_basis,adjudicator,adjudication_date
R245,E299,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R246,E352,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R247,E124,TRANSFER,DATA-RESOURCE,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,DISAGREE,DATA-RESOURCE,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R248,E230,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R249,E46,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,DISAGREE,TRANSFER-METHOD,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R250,E269,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R251,E95,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,MOVE-SUPPORT,"Foundational standard, general algorithm, terminology source, or review-reporting guidance is useful as supporting context rather than empirical stockpile/transfer validation evidence.",Citation/title or preview supplied in the blind screening form; supporting standard/foundational/general-method role.,DISAGREE,SUPPORT-BACKGROUND,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R252,E12,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,MOVE-SUPPORT,"Foundational standard, general algorithm, terminology source, or review-reporting guidance is useful as supporting context rather than empirical stockpile/transfer validation evidence.",Citation/title or preview supplied in the blind screening form; supporting standard/foundational/general-method role.,DISAGREE,SUPPORT-BACKGROUND,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R253,E374,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R254,E461,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R255,E375,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R256,E285,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R257,E313,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R258,E103,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,DISAGREE,TRANSFER-METHOD,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R259,E163,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R260,E377,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R261,E427,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R262,E204,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R263,E52,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R264,E191,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R265,E82,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R266,E447,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R267,E351,CORE,DIRECT-EMPIRICAL,NOT-RETRIEVED,ABSTRACT-ONLY,"Potentially relevant measurement endpoint is indicated, but the supplied record is insufficient to establish a stronger empirical or transferable evidential role.",Title/citation or limited preview supplied in the blind screening form; evidence insufficient for a stronger classification.,DISAGREE,DIRECT-EMPIRICAL,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R268,E03,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R269,E413,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R270,E139,CORE,ABSTRACT-ONLY,ABSTRACT/PREVIEW,ABSTRACT-ONLY,"Potentially relevant measurement endpoint is indicated, but the supplied record is insufficient to establish a stronger empirical or transferable evidential role.",Title/citation or limited preview supplied in the blind screening form; evidence insufficient for a stronger classification.,AGREE,ABSTRACT-ONLY,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R271,E143,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R272,E101,TRANSFER,EXCLUDE-OTHER,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,DISAGREE,EXCLUDE-OTHER,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R273,E365,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R274,E108,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R275,E171,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R276,E145,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R277,E105,TRANSFER,NOT-RETRIEVED,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,DISAGREE,NOT-RETRIEVED,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R278,E144,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R279,E100,CORE,MOVE-SUPPORT,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,DISAGREE,MOVE-SUPPORT,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R280,E32,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R281,E291,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R282,E480,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R283,E310,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R284,E153,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R285,E384,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R286,E174,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R287,E372,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R288,E469,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R289,E157,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R290,E339,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R291,E16,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,AGREE,SUPPORT-BACKGROUND,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R292,E326,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R293,E406,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R294,E273,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R295,E267,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R296,E247,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R297,E21,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,AGREE,SUPPORT-BACKGROUND,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R298,E370,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R299,E460,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R300,E236,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R301,E01,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R302,E161,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R303,E160,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R304,E184,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R305,E478,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R306,E211,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R307,E89,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,DISAGREE,DIRECT-EMPIRICAL,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R308,E280,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
